username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
LopesMarpim;2019-05-01 19:42;0;0;"O trabalho enobrece e nós da dignidade qdo somos tratados c/ respeito pelos gestores, do contrário sofremos assédio e perseguição, até qdo no hospital Guilherme Álvaro? O q o Sr está esperando p colocar eles pra correr, enfermagem e médicos todos diretores.";;;;"1123719399339327489";https://twitter.com/LopesMarpim/status/1123719399339327489
marcellagsena;2019-05-01 12:41;0;1;"Feliz dia do trabalho para quem? 14 milhões de pessoas desempregadas, negros ganhando menos que branco na mesma função, assédio moral aos que estão empregados e o salário mínimo não dando para nada.";;;;"1123613402990092288";https://twitter.com/marcellagsena/status/1123613402990092288
RaiLeorne;2019-05-01 12:23;1;0;"Diante as circunstâncias de descaso legislativo, de assédio laboral e de condições degradantes de trabalho, o trabalhador brasileiro não tem NADA para comemorar. Apenas um dia de descanso (aproveitem aqueles que pelo menos disso AINDA podem usufruir) # DiaDoTrabalhador";;;#;"1123608769458520064";https://twitter.com/RaiLeorne/status/1123608769458520064
planetafolha;2019-05-01 12:00;0;0;"Seminário une Justiça e Trabalho para debater combate ao assédio moral https://www.planetafolha.com.br/2019/05/seminario-une-justica-e-trabalho-para-debater-combate-ao-assedio-moral/ …";;;;"1123603111568904192";https://twitter.com/planetafolha/status/1123603111568904192
jovensreacinhas;2019-05-01 09:56;0;1;"Felizmente a chefe mulher (eu trabalho em 2 lugares) é a que fica indignada com as situações que eu passo com de assédio moral do chefe homem macho escroto. Nunca vi mulher cometendo assédio moral na cara dura com funcionário homem, já o contrário...";;;;"1123571957583286273";https://twitter.com/jovensreacinhas/status/1123571957583286273
saudecomciencia;2019-05-01 09:22;1;3;"Mais da metade dos brasileiros já sofreram algum tipo de assédio no local de trabalho, segundo levantamento do site http://vagas.com :https://soundcloud.com/saudecomciencia/assedio-moral …";;;;"1123563217131900928";https://twitter.com/saudecomciencia/status/1123563217131900928
jorgebritomacae;2019-05-01 08:54;0;0;"Bom dia meu povo, espero poder dizer sempre Feliz dia do Trabalhador, com salário digno, com condições de trabalho, com respeito, sem assédio moral, com direito aposentadoria digna, etc. Espero um dia poder dizer.";;;;"1123556414537048065";https://twitter.com/jorgebritomacae/status/1123556414537048065
YuriCosta_91;2019-05-01 08:43;0;1;"1° de maio é dia do trabalhador e lanço aqui uma proposta a todos trabalhadores ,vamos chamar de empresa sem assédio. Te aconselho trabalhador ( principalmente mulheres) a gravarem os assédio que sofrem diariamente no seu local de trabalho # DiaDoTrabalhador";;;#;"1123553474824876034";https://twitter.com/YuriCosta_91/status/1123553474824876034
EvandroLeitao;2019-05-01 08:30;1;11;"A força produtiva de cada brasileiro é o que impulsiona o desenvolvimento do país, é o nosso bem maior. Lutamos contra a precarização do trabalho, o assédio no ambiente laboral e somos a favor de um salário mínimo digno para todos. # Homenagem # EvandroLeitão # DiaDoTrabalhadorpic.twitter.com/RRAfj4Vns1";;;# # #;"1123550228798484481";https://twitter.com/EvandroLeitao/status/1123550228798484481
lu_ventura13;2019-04-30 23:44;0;1;"o relacionamento dela é baseado em assédio sexual no trabalho. MANO";;;;"1123417820065345537";https://twitter.com/lu_ventura13/status/1123417820065345537
CntiaBecker;2019-04-30 22:36;0;0;"...É a vadia chata estressada, seguido de um: "só tava tentando aliviar seu estresse, não te ajudo mais", cara, na boa, se você não é massoterapeuta, se ela não te pagou pra fazer massagem e se ela não PEDIU uma massagem: tira as mãos da sua colega de trabalho!!! Isso é assédio!";;;;"1123400755111763969";https://twitter.com/CntiaBecker/status/1123400755111763969
pleasgodhelpme;2019-04-30 22:04;0;1;"se for administração nunca é demais avisar que no trabalho é meio que assédio";;;;"1123392770616561664";https://twitter.com/pleasgodhelpme/status/1123392770616561664
maisaoumenos;2019-04-30 21:56;0;2;"aula de assédio moral e autoritarismo no trabalho e eu cabisbaixa me identificando com tudo alguém por favor me arruma outro emprego";;;;"1123390770470375425";https://twitter.com/maisaoumenos/status/1123390770470375425
ulbracds;2019-04-30 20:23;0;0;"XIV Fórum de Ética Sendo realizado agora no salão de atos da universidade, o XIV Fórum de Ética. O evento organizado pelo Curso de Psicologia da ULBRA Cachoeira do Sul, tendo como objetivo debater a violência psicológica e assédio moral no trabalho. Eli… http://bit.ly/2GNumBm pic.twitter.com/A9WXGDyXPQ";;;;"1123367389998014472";https://twitter.com/ulbracds/status/1123367389998014472
memelypolan;2019-04-30 19:39;0;2;"Bridget Jones é um filme ridículo! Nos primeiros 20 minutos de filme ja é uma mulher girando em torno TOTALMENTE de um homem e sofrende assédio do tio, no trabalho e etc... To puta com esse filme e só assisti os primeiros 20 MINUTOS.";;;;"1123356184474521601";https://twitter.com/memelypolan/status/1123356184474521601
NayaraGui2;2019-04-30 19:04;0;0;"Assédio no ambiente de trabalho é "crime" trabalhista. Fala com o supervisor!";;;;"1123347533575720966";https://twitter.com/NayaraGui2/status/1123347533575720966
_bzkll;2019-04-30 13:28;0;4;"só hoje sofri dois assédio um andando na rua as 7 da manhã, e outro no meu TRABALHO SABE vai toma no cu";;;;"1123262818042748930";https://twitter.com/_bzkll/status/1123262818042748930
gmgall;2019-04-30 10:08;0;1;"Lamentável demais esse discurso. Na prática, culpabiliza a pessoa por se sentir mal. Afinal, é só "mexer com a química do corpo" pra ficar tudo bem. De melhorar as condições de trabalho, ter metas humanamente exequíveis e acabar com assédio moral ninguém fala né? Odeio coach.";;;;"1123212406522511360";https://twitter.com/gmgall/status/1123212406522511360
resendeprof;2019-04-30 09:54;0;1;"O assédio moral, assim como os baixos salários, as precárias condições de trabalho, o autoritarismo e outras mazelas que vivemos nas escolas públicas, sejam elas de qualquer rede, somam-se para tornar nosso trabalho um fardo difícil de ser levado. Isso termina por nos causar ...";;;;"1123209063322542081";https://twitter.com/resendeprof/status/1123209063322542081
resendeprof;2019-04-30 09:49;0;0;"O assédio moral traduz-se por ações e situações no ambiente de trabalho que humilham, desrespeitam e constrangem o trabalhador.";;;;"1123207872685453313";https://twitter.com/resendeprof/status/1123207872685453313
catarinalima_;2019-04-30 09:38;0;4;"Eu sou apoiadora de que todo professor, do maternal à faculdade pública deva parar porque não é possível uma falta de respeito tão grande dentro do próprio ambiente de trabalho, beira o assédio moral";;;;"1123204871719653376";https://twitter.com/catarinalima_/status/1123204871719653376
Semana_7;2019-04-30 09:11;0;0;"MPT disse que funcionários viviam em péssimas condições de trabalho e sofriam assédio moral https://semana7.com/destaque/juiz-fazendeiro-nao-oferecia-agua-potavel-a-trabalhadores-em-mt/ …";;;;"1123198219138338818";https://twitter.com/Semana_7/status/1123198219138338818
OSul_noticias;2019-04-29 23:14;0;1;"Seminário debate o assédio moral no trabalho com jovens http://www.osul.com.br/seminario-debate-o-assedio-moral-no-trabalho-com-jovens/ …pic.twitter.com/85wPKdzDuL";;;;"1123047987196899333";https://twitter.com/OSul_noticias/status/1123047987196899333
matouogato;2019-04-29 19:04;0;0;"Vc tá em casa cuidando da filha e duas jornalistas ficam ligando, mandando mensagem e chamando pelo WhatsApp pra falar sobre seu trabalho mesmo vc agradecendo, dizendo que está ocupada e está à disposição em outro horário. Isso é assédio, arrogância, inexperiência ou indecência?";;;;"1122985018564009984";https://twitter.com/matouogato/status/1122985018564009984
resendeprof;2019-04-29 17:34;0;0;"Em 23 de agosto de 2002, foi aprovada a Lei Estadual nº 3921, que veta o assédio moral no trabalho, no âmbito dos órgãos, repartições ou entidades da administração centralizada, autarquias, fundações, empresas públicas e sociedades de economia mista, do poder legislativo, ...";;;;"1122962281699184641";https://twitter.com/resendeprof/status/1122962281699184641
larissaslp2;2019-04-29 15:54;0;0;"É horrível sofrer assédio na rua, mas te contar, no trabalho é mil vezes pior.";;;;"1122937229939286027";https://twitter.com/larissaslp2/status/1122937229939286027
bornofthewinds;2019-04-29 13:38;0;0;"Primeiro assédio sexual no trabalho recebido com sucesso";;;;"1122903045015330818";https://twitter.com/bornofthewinds/status/1122903045015330818
xamanboy;2019-04-29 13:29;0;5;"É tão gritante o assédio moral que rola aqui no trabalho que se eu fosse dar início a um processo, nem saberia por onde começar";;;;"1122900625291993088";https://twitter.com/xamanboy/status/1122900625291993088
secsaudedf;2019-04-29 12:03;2;3;"# AbrilVerde | Assim como as más condições de trabalho, o assédio moral pode causar sérios danos à saúde do trabalhador. Compartilhe nosso álbum e ajude a conscientizar seus amigos sobre o que caracteriza essa conduta e o que fazer ao ser vítima de assédio. pic.twitter.com/zEa6pTbTFC";;;#;"1122879097963778048";https://twitter.com/secsaudedf/status/1122879097963778048
suzytiberly;2019-04-29 10:07;1;8;"Assédio moral no trabalho é real e, de fato, muito pesado. Deixa marcas difíceis de o tempo minimizar.";;;;"1122849966286934016";https://twitter.com/suzytiberly/status/1122849966286934016
santosbancarios;2019-04-29 07:00;0;0;"O assédio moral é a exposição de alguém a situações humilhantes, constrangedoras, repetitivas e prolongadas durante a jornada de trabalho e no exercício das funções https://santosbancarios.com.br/artigo/humilhacoes-no-ambiente-de-trabalho …";;;;"1122802885606150144";https://twitter.com/santosbancarios/status/1122802885606150144
polenteira1903;2019-04-29 00:37;0;0;"foi modo de falar. espero que assédio não conforte problema de ngm! sinto mto teu perrengue mas é foda. pra mulher tá bem pior lá fora. e perder essa grana pra mim foi degradante pq to sem trabalhar e so perdi pq uns fdp me enganaram q tinha trabalho pra mim. mto triste q to";;;;"1122706535182946304";https://twitter.com/polenteira1903/status/1122706535182946304
rafadocamarote;2019-04-28 20:18;0;2;"Ta foda, já não basta o trabalho precarizado, o professor agora tem q lidar com assédio moral https://twitter.com/jairbolsonaro/status/1122466597644505089 …";;;;"1122641381607051264";https://twitter.com/rafadocamarote/status/1122641381607051264
sebomelivro;2019-04-28 06:59;1;1;"Comunicado da Livraria Cultura sobre denúncias de assédio e excesso de trabalho é alvo de críticas nas redes - GaúchaZH http://bit.ly/2L9MTgF";;;;"1122440095653662720";https://twitter.com/sebomelivro/status/1122440095653662720
Carlos1FHC;2019-04-28 01:38;0;0;"Vai rolar processo trabalhista por assédio moral no trabalho. Kkk";;;;"1122359450294206464";https://twitter.com/Carlos1FHC/status/1122359450294206464
chrisxlima;2019-04-27 09:28;0;0;"Assédio moral existe e quando se vive você percebe que não é mimimi de quem tá reclamando. Independente de ser amigo ou não fora do ambiente de trabalho.";;;;"1122115416883716096";https://twitter.com/chrisxlima/status/1122115416883716096
aps_sccp10;2019-04-26 19:23;0;0;"Super Concordo... Assim evita assédio da mídia, pressão desnecessária, enfim, o trabalho fica mais tranquilo... "Quem ganha titulo quieto, ganha sempre"... rsrsrsrs";;;;"1121902562070925317";https://twitter.com/aps_sccp10/status/1121902562070925317
borges_pastora;2019-04-23 18:43;1;5;"Realmente temos que nos libertar desses Conselhos Profissionais que só nos sugam financeiramente e não faz nada de bom p a classe. Hoje estou no hospital por causa de um acidente de trabalho e ainda sofrendo Assédio Moral. Cadê o meu Conselho Profissional COREN/COFEN???";;;;"1120805420736614402";https://twitter.com/borges_pastora/status/1120805420736614402
tavillavieira;2019-04-23 15:08;0;0;"To sofrendo perseguição no trabalho. O famoso assédio moral. Sabe o q é pior, to paralisada, sem tomar nenhuma providência. Sabe o q é pior? Estudei pra carai pra ser advogada, sei dos meus direitos, mas continuo paralisada aguentando e engolindo varios sapos. Ta doendo isso.";;;;"1120751274226536450";https://twitter.com/tavillavieira/status/1120751274226536450
LucieneSaldanh2;2019-04-22 10:18;0;0;"Mal é o antônimo de bem; Mau é o de bom. Paraaaaaaa de escrever errado, inferno. Contrata um profissional, sem assédio no ambiente de trabalho, Senhor.";;;;"1120315988845768704";https://twitter.com/LucieneSaldanh2/status/1120315988845768704
mulhervitrola;2019-04-21 09:54;2;20;"minha sobrinha sofria assédio frequente no trabalho (ela é diarista) e saiu do emprego. ao justificar a saída pra esposa do cara: "ninguém nunca reclamou antes". não digo que dói na alma pq nessa hora a alma até sai do corpo. isso é monstruoso.";;;;"1119947494983598082";https://twitter.com/mulhervitrola/status/1119947494983598082
AdvAquines;2019-04-16 17:45;0;0;"Ignorar empregado e deixá-lo sem função é assédio moral, diz TST: # trabalho # direito # empregado # direitos # ocio # assediomoral https://tiagoaquines.blogspot.com/2019/04/ignorar-empregado-e-deixa-lo-sem-funcao.html …pic.twitter.com/fQF2mStb4R";;;# # # # # #;"1118254132194889729";https://twitter.com/AdvAquines/status/1118254132194889729
ANPTBRASIL;2019-04-15 22:17;3;6;"Submeter alguém repetidamente a situações humilhantes e constrangedoras no ambiente de trabalho é assédio moral, que traz graves danos para a saúde mental do trabalhador! https://twitter.com/bomtrabalhopvc/status/1117911129609527296 …";;;;"1117960250961858560";https://twitter.com/ANPTBRASIL/status/1117960250961858560
Romssonii;2019-04-15 16:52;0;39;"dói pensar que nós mulheres somos vítimas de assédio mesmo dentro do ambiente de trabalho. Q ODIO CARA PQ Q HOMEM É TÃO NOJENTO VAZA DAQUIIIIIII lixo dos inferno";;;;"1117878297705103361";https://twitter.com/Romssonii/status/1117878297705103361
maviasteca;2019-04-12 23:20;0;0;"tenho certeza que esse cara quer me comer se ele der em cima de mim vou denunciar por assédio no trabalho";;;;"1116888812024733696";https://twitter.com/maviasteca/status/1116888812024733696
luizadrl;2019-04-12 11:21;0;3;"EU N POSSO NEM VOLTAR DO TRABALHO EM PAZ SEM SOFRER ASSÉDIO NAMORAL";;;;"1116707888452591616";https://twitter.com/luizadrl/status/1116707888452591616
ANPTBRASIL;2019-04-11 20:10;0;7;"Trabalho digno é um direito de todos! Por isso, a legislação trabalhista regulamenta as relações de trabalho, impedindo que situações como trabalho escravo, trabalho infantil, assédio moral e discriminação se tornem regra no mercado de trabalho! # BomTrabalhoPraVocêhttps://twitter.com/bomtrabalhopvc/status/1116399634451247104 …";;;#;"1116478728320815109";https://twitter.com/ANPTBRASIL/status/1116478728320815109
polynbrg;2019-04-11 07:29;0;1;"Li agora q o PL do assédio moral no trabalho foi para o senado. Meu saldo de um passado é lidar com a síndrome do impostor e os piripaques de burnout até hoje. O mínimo nessa lei seria os assediadores pagarem os tratamentos dos funcionários";;;;"1116287068165087232";https://twitter.com/polynbrg/status/1116287068165087232
karensam09;2019-04-05 20:47;0;1;"Me interessei Conte mais sobre Eu vejo a segurança mesmo por parte das mulheres com assédio na volta do trabalho com homem q beberam e passam na rua";;;;"1114313538674274310";https://twitter.com/karensam09/status/1114313538674274310
Marcineiaoliver;2019-04-05 17:23;2;1;"{Assédio Moral nas empresas} Em março de 2019 a câmera dos deputados aprovou o projeto que torna crime o assédio moral no ambiente de trabalho, agora o texto vai para o… https://www.instagram.com/p/Bv4xPMQAMmv/?utm_source=ig_twitter_share&igshid=f3gvhi28n38g …";;;;"1114262206953283584";https://twitter.com/Marcineiaoliver/status/1114262206953283584
KmArlequina;2019-04-05 14:12;2;11;"Sabia q eu trabalho desde muito nova? Q já balancei bandeira debaixo de sol e chuva? Q sofri humilhações?Q já sofri assédio em empresas que já trabalhei?Q levanto 5 da manhã todos os dias pra ir para Barra da Tijuca trabalhar ?Não fale de mim, sem conhecer minha história!";;;;"1114214125746388992";https://twitter.com/KmArlequina/status/1114214125746388992
camilanunes;2019-04-04 15:23;0;0;"A @ laurangross foi mais uma repórter vítima de assédio, enquanto realizava seu trabalho ontem no Beira-Rio. Que bom que o @ SCInternacional já identificou o agressor. A lamentar, como sempre acontece nesses casos, alguns babacas apenas preocupados com clubismo.";;@ @;;"1113869669004345344";https://twitter.com/camilanunes/status/1113869669004345344
acegrs;2019-04-04 12:11;2;20;"Nosso repúdio a este e a todos os outros casos de assédio e machismo que muitas mulheres suportam no cotidiano, estando a trabalho ou não. À Laura Gross, nosso apoio e solidariedade.";;;;"1113821426426023936";https://twitter.com/acegrs/status/1113821426426023936
itisisa_;2019-04-03 13:46;0;0;"A reportagem de hoje chamando atenção pra quem fica difamando ou falando mal do coleguinha na área de trabalho, assédio moral que chama né?";;;;"1113482907799126017";https://twitter.com/itisisa_/status/1113482907799126017
megsauchukK;2019-04-03 12:30;0;0;"Não acredito que eu saio da minha casa para ir para o meu trabalho para ganhar o meu dinheiro e ainda tenho que sofrer assédio de macho escroto";;;;"1113463861779283973";https://twitter.com/megsauchukK/status/1113463861779283973
caiofelipe_;2019-04-02 19:21;0;1;"Você pode ter um dia bem frustrante na sua profissão quando você tenta convencer uma vítima de assédio em ambiente de trabalho que ela é vítima de assédio em ambiente de trabalho. Quase meto um "moça, eu sou homem, eu sei o que é assédio."";;;;"1113204807597207553";https://twitter.com/caiofelipe_/status/1113204807597207553
radimalopes;2019-03-29 18:50;0;0;"Você já ouvi falar em assédio moral no ambiente de trabalho? Assédio é toda conduta abusiva que fira a dignidade do trabalhador. Na dúvida consulte sempre seu advogado! # lawyer… https://www.instagram.com/p/Bvm6ExCjdIa/?utm_source=ig_twitter_share&igshid=18ri79w32b0kb …";;;#;"1111747463046549504";https://twitter.com/radimalopes/status/1111747463046549504
alexandrocastro;2019-03-28 18:20;2;3;"https://oglobo.globo.com/brasil/flavio-bolsonaro-propoe-maioridade-penal-de-14-anos-para-crimes-hediondos-23557890 … Como pai, eu vou dizer uma coisa sobre o "desenvolvimento precoce das crianças". Ele vem geralmente da exposição precoce à violência, ao assédio, ao trabalho, à fome e ao abandono.";;;;"1111377443477020672";https://twitter.com/alexandrocastro/status/1111377443477020672
_ananda_mk;2019-03-24 13:35;0;1;"8. Me envolvi mais c direito estudando p concurso, principalmente trabalhista, em 2o lugar administrativo 9. Se eu tiver por perto e vc quiser me ver falar, aborda qualquer assunto ligado à jornada de trabalho, intervalo, indenização, acidente de trabalho, assédio, ad infinitum";;;;"1109856260529274880";https://twitter.com/_ananda_mk/status/1109856260529274880
aclarissa;2019-03-22 20:41;0;1;"# Especial8M: 5 campanhas contra o assédio sexual e moral no trabalho https://mercadizar.com/noticias/especial8m-5-campanhas-contra-assedio-sexual-e-moral-no-trabalho/ …";;;#;"1109238594621898753";https://twitter.com/aclarissa/status/1109238594621898753
_lanaoliveira;2019-03-22 20:32;0;0;"Sofri assédio de um cliente no meu antigo trabalho, um idoso passou a mão em mim, fiquei sem reação na hora, quando fui denunciar o segurança riu. Por sorte minha chefe me apoiou, mas por uns 2 dias não queria levantar da cama pra trabalhar. Foi horrível";;;;"1109236540990017542";https://twitter.com/_lanaoliveira/status/1109236540990017542
CandidoNaiana;2019-03-22 18:49;0;0;""No trabalho, é comum enfrentarmos assédio sexual e também o moral em forma de piadas racistas. Nos relacionamentos, somos frequentemente preteridas por mulheres brancas. Em casa, somos as fortalezas que não encontram acolhimento. São muitas nuances para dar conta;" https://twitter.com/guijac/status/1109208786034659328 …";;;;"1109210391551324162";https://twitter.com/CandidoNaiana/status/1109210391551324162
DiogoeNanda1;2019-03-21 22:11;0;1;"Alô @ ArcelorMittal, chama o cara de volta!!! O @ Reginaldofla81 está sendo vitima de um doente mental. Não seria esse um caso de assedio moral? Ele não é livre para, fora do horário de trabalho, com linha e celular próprios tecer comentários em uma rede social?";;@ @;;"1108899077729718274";https://twitter.com/DiogoeNanda1/status/1108899077729718274
borges_pastora;2019-03-20 18:38;0;2;"Comissão de Trabalho realizada hoje no Conselho de Enfermagem-DF sobre Saúde do trabalhador. Alguém está sofrendo aí Assédio Moral??? pic.twitter.com/hs0DBg22Qs";;;;"1108482946707742720";https://twitter.com/borges_pastora/status/1108482946707742720
tayllongrunge;2019-03-19 10:04;0;12;"Aqui estou, no Hospital Regional, para dar uma palestra sobre Assédio no Trabalho. – bei Hospital Regional do Sudeste do Pará";;;;"1107991113942683648";https://twitter.com/tayllongrunge/status/1107991113942683648
linedumelle;2019-03-18 13:12;0;0;"O que dizer do cara que praticava assédio sexual comigo no meu primeiro trabalho e que veio me seguir no Instagram pra fuçar a minha vida? Eu não sou de desejar o mal pras pessoas mas esse eu faço questão que se foda";;;;"1107676225189937153";https://twitter.com/linedumelle/status/1107676225189937153
giovanakury;2019-03-18 00:51;1;21;"Recentemente eu e colegas sofremos assédio moral no trabalho. Eu não conseguiria imaginar meu estado se não houvesse mulheres no RH pra nos entender. A @ karolicias1 deu um exemplo de como agir quando se vê uma igual ameaçada: sinta as dores das mulheres. Por mais chef(e)s assim!";;@;;"1107489573934903296";https://twitter.com/giovanakury/status/1107489573934903296
kkmartins;2019-03-17 18:59;0;0;"Quando vc é novo imagina os problemas de adulto e acha q vai dar soluções super sérias pra eles. Eu e uma amiga hj, ambas + d 30, falando de assédio moral em trabalho e lembrando do filme da Cinderela "Gentileza e Coragem"... Oh a solução das adultas";;;;"1107401095687663616";https://twitter.com/kkmartins/status/1107401095687663616
Iaralemos;2019-03-15 11:46;0;0;"E vc, já sofreu assédio no trabalho? Comente aqui https://twitter.com/destak/status/1106526775176282112 …";;;;"1106567355281362947";https://twitter.com/Iaralemos/status/1106567355281362947
Isabelaornellas;2019-03-15 09:06;0;1;"No Ligação Direta Primeira Edição eu e Paulo Ricardo entrevistamos a advogada criminalista, Victória Gonçalves. O nosso papo foi sobre a criminalização do assédio moral no trabalho.… https://www.instagram.com/p/BvB0F9khmgg/?utm_source=ig_twitter_share&igshid=8d7w55bu8vo4 …";;;;"1106527028914933761";https://twitter.com/Isabelaornellas/status/1106527028914933761
vitinho99CRF;2019-03-15 09:04;0;0;"depois da festa da empresa comecei a receber assédio nesse trabalho kkkkkkk pqp";;;;"1106526513074241536";https://twitter.com/vitinho99CRF/status/1106526513074241536
ramirobs;2019-03-14 19:42;1;0;"@ gleisi boa noite deputada! Gostaria de saber porque você foi contra o PL que criminaliza o assédio moral no trabalho. Grande abraço!";;@;;"1106324749804888069";https://twitter.com/ramirobs/status/1106324749804888069
lumoraes2S;2019-03-14 05:20;0;0;"Quem nc sofreu, tudo vai da orientação q ele recebe em casa para lidar com isso, a ajuda da escola tbm é importante para neutralizar o assédio dentro da instituição, além do trabalho junto a família de quem pratica e de quem sofre o bullying.";;;;"1106107719277314049";https://twitter.com/lumoraes2S/status/1106107719277314049
BLOGRSNOTICIA;2019-03-13 12:55;3;0;"Câmara aprova projeto que torna crime e define assédio moral no trabalho. https://bit.ly/2TK4LS7 pic.twitter.com/tbrEtuyVAq";;;;"1105859847663378432";https://twitter.com/BLOGRSNOTICIA/status/1105859847663378432
BLOGRSNOTICIA;2019-03-13 12:54;3;0;"Câmara aprova projeto que torna crime e define assédio moral no trabalho. https://bit.ly/2TK4LS7";;;;"1105859760149147648";https://twitter.com/BLOGRSNOTICIA/status/1105859760149147648
delucca;2019-03-13 09:53;12;148;"No meu caso foi sempre trabalho precário, assédio moral, salário baixo e depressão, queria saber muito onde tem essa vaga aí. https://twitter.com/opropriolavo/status/1105715858477907968 …";;;;"1105814040733978624";https://twitter.com/delucca/status/1105814040733978624
MJ_Malhadas;2019-03-13 07:20;0;0;"Câmara aprova projeto que torna crime e define assédio moral no trabalho https://g1.globo.com/politica/noticia/2019/03/12/camara-aprova-texto-base-de-projeto-que-torna-crime-e-define-assedio-moral.ghtml …";;;;"1105775588315406336";https://twitter.com/MJ_Malhadas/status/1105775588315406336
BibianaBarros;2019-03-12 23:47;0;0;"Câmara aprova projeto que torna crime e define assédio moral no trabalho | Política | G1 - https://g1.globo.com/politica/noticia/2019/03/12/camara-aprova-texto-base-de-projeto-que-torna-crime-e-define-assedio-moral.ghtml …";;;;"1105661556929544193";https://twitter.com/BibianaBarros/status/1105661556929544193
thaisfrancco;2019-03-12 22:52;0;0;"Eu discutindo sobre o direito de uma mulher em relação a sua vestimenta no local de trabalho X Assédio, na aula de Gestão de Pessoas https://twitter.com/craiskc/status/1105629769784311810 …";;;;"1105647868298317825";https://twitter.com/thaisfrancco/status/1105647868298317825
luisanunes;2019-03-12 21:42;1;4;"DOIS MIL E DEZENOVE. Não existia criminalização de assédio no trabalho. DOIS MIL E DE ZE NO VE . https://twitter.com/JornalOGlobo/status/1105628280567353344 …";;;;"1105630283792031744";https://twitter.com/luisanunes/status/1105630283792031744
mmarques57;2019-03-12 21:07;0;0;"Câmara aprova criminalização do assédio moral no trabalho com pena de até dois anos de prisão https://congressoemfoco.uol.com.br/legislativo/camara-aprova-criminalizacao-do-assedio-moral-no-trabalho-com-pena-de-ate-dois-anos-de-prisao/ …";;;;"1105621434808844291";https://twitter.com/mmarques57/status/1105621434808844291
tribuna_legal;2019-03-12 19:49;0;0;"Câmara aprova projeto que torna crime e define assédio moral no trabalho https://g1.globo.com/politica/noticia/2019/03/12/camara-aprova-texto-base-de-projeto-que-torna-crime-e-define-assedio-moral.ghtml …";;;;"1105601750017417216";https://twitter.com/tribuna_legal/status/1105601750017417216
fernandapsol;2019-03-12 17:59;16;168;"Estamos discutindo o PL que cria o crime de assédio moral no trabalho. A opinião do PSOL é que assédio moral deve também penalizar o empregador. Empregadores que humilham os trabalhadores com carga horárias exaustivas e que impõe uma relação hierárquica que provoca adoecimento.";;;;"1105573956914946048";https://twitter.com/fernandapsol/status/1105573956914946048
Jorge_Braz;2019-03-12 17:56;0;0;"Mais um dia de votação no Congresso, trabalhando em defesa da mulher votando pela tipificação criminal de Assédio moral das mulheres no trabalho. # bpjorgebraz # trabalho # ojogoéavera em… https://www.instagram.com/p/Bu7Ca6whYnR/?utm_source=ig_twitter_share&igshid=7st953ovlbxe …";;;# # #;"1105573368089067522";https://twitter.com/Jorge_Braz/status/1105573368089067522
dep_alinegurgel;2019-03-12 08:10;2;3;"Também vamos votar o decreto que introduz no artigo 146 do Código Penal Brasileiro, o decreto de lei n° 2.848/1940 que dispõe sobre o crime de assédio moral no trabalho, projeto do deputado federal Marcos de Jesus.";;;;"1105425823824261120";https://twitter.com/dep_alinegurgel/status/1105425823824261120
debua;2019-03-11 09:20;0;0;"Ela queria elogiar sua rola mas como seria assedio no trabalho ela elogiou algo q n fosse caracterizado como assedio. Disponha.";;;;"1105080964743606272";https://twitter.com/debua/status/1105080964743606272
brunodoamaral;2019-03-10 21:08;1;6;"Eu já denunciei o tweet do presidente por assédio direcionado. Vai adiantar? Não. Mas tomara que dê trabalho ao Twitter, que não tem feito absolutamente nada para impedir a disseminação de "fake news oficiais" e ataques a pessoas físicas.";;;;"1104896930310688768";https://twitter.com/brunodoamaral/status/1104896930310688768
Cesar_Poleto;2019-03-10 14:06;0;0;"MEU DEUS!!!! QUE HORROR!!!! Por que este mundo é assim??? Por que há tantos monstros demoníacos aqui, destruindo tantas vidas??? E eu fiquei sabendo por Colegas de trabalho que os crimes de assédio contra mulher são muito mais numerosos do que temos notícia!!!";;;;"1104790592687652864";https://twitter.com/Cesar_Poleto/status/1104790592687652864
ThenilleLutz;2019-03-08 09:59;0;0;"Participamos hoje no Programa Matina redeuniaotv de um bate-papo muito importante para todos, tema: assédio moral no trabalho. Mulheres não se calem, busquem… https://www.instagram.com/p/Buv4qhUHN1jPZCC1JCVmcRcotGV190LYb64iRc0/?utm_source=ig_twitter_share&igshid=1j8twoqa5e3fz …";;;;"1104003806398824448";https://twitter.com/ThenilleLutz/status/1104003806398824448
danielgalani;2019-03-06 13:18;0;0;"Sofreu assédio sexual no trabalho, mas não sabe como provar? Então se liga: bilhete, e-mail, áudio, vídeo, presente e mensagens nas redes sociais são provas. Testemunhas e gravação de… https://www.instagram.com/p/BurFynLHNdQ/?utm_source=ig_twitter_share&igshid=11bnfzcdkjje …";;;;"1103328979757326336";https://twitter.com/danielgalani/status/1103328979757326336
MeloCamposAdv;2019-02-28 19:33;0;0;"Uma empresa de tecnologia foi condenada pela Sexta Turma do Tribunal Superior do Trabalho a indenizar uma trabalhadora em R$ 5 mil por assédio moral, por ter sido ignorada pela gerente da… https://www.instagram.com/p/BucT9fEh0xo/?utm_source=ig_twitter_share&igshid=1bbds2ey2gzok …";;;;"1101249078950715392";https://twitter.com/MeloCamposAdv/status/1101249078950715392
